1395957713762,17307,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-1,text,false,2383,0
1395957826341,126891,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-1,text,false,2383,0
1395957966248,18109,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-1,text,false,2383,0
1395957988091,45731,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-1,text,false,2383,0
1395958038070,50931,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-1,text,false,2383,0
1395958197663,47401,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-1,text,false,2383,0
1395958246894,17452,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-1,text,false,2383,0
1395958704304,67874,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-3,text,false,2383,0
1395958764320,7857,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-9,text,false,2383,0
1395958714303,57894,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-4,text,false,2383,0
1395958694305,77904,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-2,text,false,2383,0
1395958684310,87915,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-1,text,false,2383,0
1395958724317,47912,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-5,text,false,2383,0
1395958754313,17924,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-8,text,false,2383,0
1395958734307,37949,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-6,text,false,2383,0
1395958744308,27951,BG,Non HTTP response code: java.net.SocketException,Non HTTP response message: socket closed,BoatGuard 1-7,text,false,2383,0
1395958985729,2542,BG,200,OK,BoatGuard 1-1,text,true,181,2542
1395958988279,1893,BG,200,OK,BoatGuard 1-1,text,true,181,1893
1395958990179,1821,BG,200,OK,BoatGuard 1-1,text,true,181,1821
1395958992010,2560,BG,200,OK,BoatGuard 1-1,text,true,181,2559
1395958994578,1917,BG,200,OK,BoatGuard 1-1,text,true,181,1917
1395958996503,1867,BG,200,OK,BoatGuard 1-1,text,true,181,1867
1395959026546,2968,BG,200,OK,BoatGuard 1-1,text,true,181,2968
1395959036547,1906,BG,200,OK,BoatGuard 1-2,text,true,181,1906
