data
0,15F43D,2DB,009,1403.452026,4626.050656,20140321092309
data
0,15F561,2DC,009,1411.648606,4622.018751,20140327100227
data
0,150037,2DB,009,1411.689275,4621.994482,20140327100822
data
2,151F47,2D5,005,1411.668356,4621.967368,20140327102441
data
0,15201E,2D9,009,1411.679245,4621.960662,20140327102527
data
0,15218B,2D9,009,1411.679807,4621.967916,20140327102632
data
0,1524AF,000,000,1411.673852,4621.967143,20140327102838
data
0,152522,2D7,00A,1411.677180,4621.963900,20140327103053
data
2,152646,2D2,006,1411.676541,4621.964181,20140327103150
data
0,15268F,2D5,009,1411.689091,4621.951383,20140327103219
data
2,152720,2D1,007,1411.674760,4621.965198,20140327103258
data
0,15276A,2D4,00A,1411.681077,4621.965011,20140327103328
data
3,152892,2D4,00A,1411.680578,4621.961517,20140327103422
data
0,152ADD,2D2,00A,1411.677113,4621.963183,20140327103553
data
2,152C51,2D0,009,1411.681859,4621.961100,20140327103658
data
0,152CE1,2D1,00A,1411.683784,4621.952917,20140327103736
data
0,152CE1,2D1,00A,1411.683784,4621.952917,20140327103736
data
0,1589D0,2CC,20F,1411.678057,4621.961612,20140327104441
